payment_id,bill_id,member_id,payment_date,payment_amount,payment_mode,payment_status
PA003475,BI003475,M000763,2024-10-01,5441.38,Cash,Success
PA003476,BI003476,M001686,2024-03-03,4026.45,,Failed
PA003477,BI003477,M000453,2025-04-18,2997.32,Net Banking,Success
PA003478,BI003478,M001496,2024-10-16,1050.62,Wallet,Failed
PA003479,BI003479,M001788,2024-04-10,2249.29,Wallet,Success
PA003480,BI003480,M000953,2025-10-24,4816.0,Net Banking,Success
PA003481,BI003481,M002330,2024-01-26,2224.17,Cash,Success
PA003482,BI003482,M000888,2024-11-24,2820.56,UPI,Success
PA003483,BI003483,M001792,2025-09-02,2136.53,Debit Card,Success
PA003484,BI003484,M002157,2024-04-20,1968.87,Credit Card,Success
PA003485,BI003485,M001550,2025-11-08,2944.74,Wallet,Success
PA003486,BI003486,M001807,2025-02-15,3610.71,Wallet,Success
PA003487,BI003487,M001910,2025-08-31,2964.92,Credit Card,Success
PA003488,BI003488,M000395,2024-04-26,1891.29,Debit Card,Success
PA003489,BI003489,M002198,2025-12-26,4469.6,Debit Card,Success
PA003490,BI003490,M002323,2025-01-12,2326.19,Credit Card,Success
PA003491,BI003491,M001700,2025-07-16,2347.4,Wallet,Success
PA003492,BI003492,M001863,2025-04-24,1799.28,UPI,Success
PA003493,BI003493,M000904,2025-10-05,3830.46,Credit Card,Success
PA003494,BI003494,M000602,2025-12-20,4981.92,Net Banking,Success
PA003495,BI003495,M001970,2024-02-15,4858.58,Net Banking,Success
PA003496,BI003496,M000046,2025-12-19,4232.46,Cash,Success
PA003497,BI003497,M002230,2024-06-10,2193.77,,Success
PA003498,BI003498,M002462,2024-08-11,3968.9,Cash,Success
PA003499,BI003499,M000377,2025-05-01,2685.74,Cash,Success
PA003500,BI003500,M002124,2024-06-26,4745.86,Net Banking,Success
PA003501,BI003501,M001161,2025-08-26,2705.99,Credit Card,Success
PA003502,BI003502,M002029,2024-07-12,3277.42,UPI,Success
PA003503,BI003503,M001323,2024-04-07,4409.1,Cash,Failed
PA003504,BI003504,M000535,2024-07-10,3774.12,Credit Card,Success
PA003505,BI003505,M000741,2024-09-07,2944.2,Cash,Success
PA003506,BI003506,M001131,2024-05-22,3666.31,UPI,Success
PA003507,BI003507,M000557,2024-02-02,-2914.07,,Success
PA003508,BI003508,M000006,2024-05-21,3442.9,Cash,Success
PA003509,BI003509,M001964,2024-11-28,2691.01,Wallet,Success
PA003510,BI003510,M001990,2024-05-09,4642.05,Net Banking,Success
PA003511,BI003511,M001436,2025-07-06,2755.44,UPI,Success
PA003512,BI003512,M000206,2024-01-31,4981.14,Cash,Success
PA003513,BI003513,M001735,2024-04-01,2726.9,Credit Card,Success
PA003514,BI003514,M000483,2024-09-11,5092.68,,Success
PA003515,BI003515,M001138,2024-05-27,1799.0,Net Banking,Success
PA003516,BI003516,M000252,2024-05-11,3130.39,,Success
PA003517,BI003517,M000631,2025-04-03,-2170.6,Cash,Success
PA003518,BI003518,M000945,2025-06-27,2764.04,Debit Card,Failed
PA003519,BI003519,M000271,2024-05-31,1251.77,UPI,Success
PA003520,BI003520,M000587,2025-09-24,2930.81,Wallet,Success
PA003521,BI003521,M000709,2025-11-26,2428.31,Net Banking,Success
PA003522,BI003522,M001917,2025-07-27,3503.12,Net Banking,Success
PA003523,BI003523,M001868,2024-05-16,3750.33,Cash,Success
PA003524,BI003524,M001831,2025-03-09,3495.24,Credit Card,Success
PA003525,BI003525,M001977,2024-01-04,2963.26,Credit Card,Failed
PA003526,BI003526,M002408,2024-01-18,4948.9,Net Banking,Success
PA003527,BI003527,M000372,2024-08-17,2694.74,Cash,Success
PA003528,BI003528,M001260,2024-03-11,4270.66,Net Banking,Failed
PA003529,BI003529,M000819,2024-01-15,2808.56,UPI,Success
PA003530,BI003530,M002297,2024-11-08,2351.48,Cash,Success
PA003531,BI003531,M001823,2024-10-06,4195.44,UPI,Refunded
PA003532,BI003532,M001076,2024-01-30,1049.24,UPI,Success
PA003533,BI003533,M002109,2025-01-11,3051.34,Debit Card,Success
PA003534,BI003534,M001521,2024-09-20,2529.72,Wallet,Success
PA003535,BI003535,M000898,2025-11-10,3842.32,Debit Card,Success
PA003536,BI003536,M000719,2024-06-16,1221.83,Credit Card,Success
PA003537,BI003537,M001931,2025-04-15,2229.15,Credit Card,Success
PA003538,BI003538,M001215,2025-05-11,2038.3,Cash,Success
PA003539,BI003539,M002293,2025-03-28,4256.14,Debit Card,Success
PA003540,BI003540,M001358,2025-10-25,1136.38,Debit Card,Success
PA003541,BI003541,M001228,2025-07-26,1617.91,Net Banking,Success
PA003542,BI003542,M000623,2025-01-31,2984.49,Cash,Success
PA003543,BI003543,M000081,2025-10-26,4322.38,UPI,Success
PA003544,BI003544,M000265,2025-08-29,4499.17,UPI,Success
PA003545,BI003545,M000183,2025-06-23,3820.42,Wallet,Success
PA003546,BI003546,M002356,2024-03-09,3960.54,,Success
PA003547,BI003547,M000347,2025-09-19,1514.87,Debit Card,Success
PA003548,BI003548,M001078,2024-11-11,3014.89,Net Banking,Success
PA003549,BI003549,M002176,2024-07-05,3304.67,Credit Card,Success
PA003550,BI003550,M000132,2025-03-16,3164.96,UPI,Success
PA003551,BI003551,M000388,2025-08-11,1224.18,Net Banking,Success
PA003552,BI003552,M000197,2025-05-02,3377.91,Credit Card,Success
PA003553,BI003553,M002407,2025-04-22,3521.0,,Success
PA003554,BI003554,M002091,2025-07-07,3932.83,Wallet,Refunded
PA003555,BI003555,M000257,2024-09-24,3930.82,Net Banking,Success
PA003556,BI003556,M001162,2024-12-16,4286.49,Debit Card,Failed
PA003557,BI003557,M001449,2025-01-15,2033.79,Wallet,Success
PA003558,BI003558,M000522,2025-07-14,2155.12,Net Banking,Refunded
PA003559,BI003559,M000417,2024-08-01,1691.01,Wallet,Success
PA003560,BI003560,M001122,2024-12-20,3122.98,Cash,Failed
PA003561,BI003561,M002459,2025-04-23,-3008.3,Credit Card,Success
PA003562,BI003562,M002261,2025-04-18,1007.49,Debit Card,Success
PA003563,BI003563,M000002,2025-06-23,1026.83,Cash,Refunded
PA003564,BI003564,M002231,2025-12-13,3045.03,Debit Card,Success
PA003565,BI003565,M002409,2025-05-25,3341.29,Cash,Success
PA003566,BI003566,M000759,2025-06-07,4356.16,Net Banking,Success
PA003567,BI003567,M000866,2024-04-02,4641.04,Credit Card,Success
PA003568,BI003568,M002462,2025-09-14,4435.46,UPI,Success
PA003569,BI003569,M000990,2025-11-11,2609.25,UPI,Success
PA003570,BI003570,M002428,2024-11-17,3304.33,Cash,Success
PA003571,BI003571,M000996,2024-05-19,1333.62,Credit Card,Success
PA003572,BI003572,M000471,2024-02-23,4561.05,UPI,Success
PA003573,BI003573,M000688,2025-02-27,3194.06,UPI,Success
PA003574,BI003574,M000569,2025-11-17,2840.69,Credit Card,Success
PA003575,BI003575,M001708,2024-03-26,4075.13,Credit Card,Failed
PA003576,BI003576,M001113,2024-11-18,-2796.63,Credit Card,Success
PA003577,BI003577,M001003,2024-04-29,3505.85,Wallet,Success
PA003578,BI003578,M000518,2025-02-27,1178.73,Credit Card,Success
PA003579,BI003579,M000088,2024-03-02,3569.73,Net Banking,Success
PA003580,BI003580,M001777,2024-12-21,2569.6,Debit Card,Success
PA003581,BI003581,M001670,2025-09-22,2422.49,Net Banking,Failed
PA003582,BI003582,M001522,2024-07-09,2957.2,Cash,Success
PA003583,BI003583,M000637,2025-01-22,3918.45,Cash,Success
PA003584,BI003584,M001881,2025-04-13,4562.61,Net Banking,Success
PA003585,BI003585,M001914,2024-03-22,2638.74,Net Banking,Success
PA003586,BI003586,M002102,2025-03-20,4451.64,UPI,Success
PA003587,BI003587,M000458,2024-05-13,4491.68,,Success
PA003588,BI003588,M000324,2024-09-30,2702.29,,Success
PA003589,BI003589,M000225,2025-01-12,4600.76,Wallet,Success
PA003590,BI003590,M000748,2025-08-13,4157.14,Net Banking,Success
PA003591,BI003591,M001729,2025-09-14,2923.04,Credit Card,Success
PA003592,BI003592,M001429,2025-10-08,4859.79,Cash,Refunded
PA003593,BI003593,M001207,2025-12-16,2101.6,Debit Card,Success
PA003594,BI003594,M002382,2024-06-04,2420.47,UPI,Success
PA003595,BI003595,M001586,2025-07-05,4068.94,Cash,Refunded
PA003596,BI003596,M002076,2024-09-18,3416.84,Cash,Refunded
PA003597,BI003597,M001859,2025-09-30,2181.98,UPI,Success
PA003598,BI003598,M000809,2024-12-09,2406.5,UPI,Success
PA003599,BI003599,M002025,2025-03-10,1632.17,Cash,Success
PA003600,BI003600,M001682,2025-06-18,3323.08,Credit Card,Success
PA003601,BI003601,M001115,2025-08-03,2427.27,UPI,Success
PA003602,BI003602,M002437,2025-02-18,3082.25,UPI,Success
PA003603,BI003603,M001693,2025-03-10,4631.24,UPI,Success
PA003604,BI003604,M001917,2024-06-10,1783.87,Debit Card,Success
PA003605,BI003605,M000270,2024-04-15,2439.77,Credit Card,Success
PA003606,BI003606,M000547,2025-03-21,1309.85,Net Banking,Success
PA003607,BI003607,M002255,2025-09-15,3858.54,Credit Card,Success
PA003608,BI003608,M001722,2024-03-27,4177.37,Cash,Success
PA003609,BI003609,M002222,2025-03-29,2178.06,Credit Card,Success
PA003610,BI003610,M001207,2024-03-02,1677.7,Credit Card,Success
PA003611,BI003611,M002238,2024-09-09,3403.94,Credit Card,Success
PA003612,BI003612,M002440,2024-10-21,3435.28,Net Banking,Success
PA003613,BI003613,M000118,2024-12-13,1541.66,UPI,Success
PA003614,BI003614,M002018,2025-08-01,3249.84,Net Banking,Success
PA003615,BI003615,M001313,2024-07-06,678.43,Credit Card,Refunded
PA003616,BI003616,M001576,2024-06-06,3874.66,UPI,Success
PA003617,BI003617,M001912,2024-08-14,3928.37,UPI,Success
PA003618,BI003618,M001181,2024-01-15,3301.89,Net Banking,Failed
PA003619,BI003619,M001664,2025-05-07,3162.22,Debit Card,Success
PA003620,BI003620,M001709,2025-11-27,3316.97,Credit Card,Success
PA003621,BI003621,M001162,2024-07-05,3166.2,Credit Card,Success
PA003622,BI003622,M001142,2025-03-12,3856.43,Net Banking,Success
PA003623,BI003623,M002064,2024-10-22,1685.12,Cash,Success
PA003624,BI003624,M001965,2025-08-11,3397.06,Wallet,Success
PA003625,BI003625,M000512,2024-01-28,2956.38,Debit Card,Success
PA003626,BI003626,M000942,2025-08-01,2106.45,Debit Card,Success
PA003627,BI003627,M001011,2024-08-17,2752.1,Cash,Success
PA003628,BI003628,M000175,2024-08-23,1008.73,Net Banking,Success
PA003629,BI003629,M002183,2024-06-26,2726.23,Debit Card,Success
PA003630,BI003630,M002361,2024-11-25,735.42,UPI,Success
PA003631,BI003631,M002297,2024-11-08,3569.99,Wallet,Success
PA003632,BI003632,M000042,2025-02-18,1772.49,Credit Card,Success
PA003633,BI003633,M001646,2024-02-23,1694.16,Cash,Success
PA003634,BI003634,M000600,2025-07-28,2546.42,Net Banking,Success
PA003635,BI003635,M001258,2025-12-21,2796.91,Credit Card,Success
PA003636,BI003636,M001539,2024-05-30,4768.95,Net Banking,Success
PA003637,BI003637,M000798,2024-03-02,1097.29,Cash,Success
PA003638,BI003638,M002114,2025-02-04,3810.53,Debit Card,Failed
PA003639,BI003639,M001430,2025-04-23,3126.9,UPI,Success
PA003640,BI003640,M001210,2024-06-10,2512.19,Credit Card,Failed
PA003641,BI003641,M000527,2025-09-04,4282.17,Debit Card,Success
PA003642,BI003642,M000140,2024-10-02,3809.83,Wallet,Failed
PA003643,BI003643,M000446,2025-12-03,4029.61,Net Banking,Success
PA003644,BI003644,M000297,2025-09-07,2121.88,Net Banking,Success
PA003645,BI003645,M001466,2024-03-13,1446.75,UPI,Success
PA003646,BI003646,M001831,2024-07-30,1901.83,Wallet,Success
PA003647,BI003647,M001726,2024-10-06,2113.74,Credit Card,Success
PA003648,BI003648,M001830,2025-02-05,1866.85,Debit Card,Success
PA003649,BI003649,M001435,2024-08-18,3028.14,Debit Card,Success
PA003650,BI003650,M001999,2025-10-05,2395.03,Wallet,Success
PA003651,BI003651,M001770,2025-10-23,3319.95,Net Banking,Success
PA003652,BI003652,M000336,2025-02-19,1003.92,Debit Card,Success
PA003653,BI003653,M001313,2024-07-06,4733.13,Credit Card,Success
PA003654,BI003654,M000899,2024-04-05,2671.22,UPI,Success
PA003655,BI003655,M001917,2024-02-25,814.57,Debit Card,Success
PA003656,BI003656,M001415,2024-12-24,1496.82,Cash,Refunded
PA003657,BI003657,M001393,2025-04-28,2666.94,Cash,Success
PA003658,BI003658,M000246,2024-04-28,2926.32,Credit Card,Success
PA003659,BI003659,M000788,2024-11-25,3981.63,Net Banking,Success
PA003660,BI003660,M001416,2025-01-22,4298.11,,Success
PA003661,BI003661,M000587,2025-05-08,2929.03,Net Banking,Success
PA003662,BI003662,M001010,2024-04-07,2190.68,Net Banking,Success
PA003663,BI003663,M002484,2024-05-09,3500.17,Net Banking,Success
PA003664,BI003664,M001041,2025-09-05,1803.44,Credit Card,Success
PA003665,BI003665,M001790,2024-05-03,3416.9,Wallet,Success
PA003666,BI003666,M000631,2024-09-12,2982.29,Wallet,Success
PA003667,BI003667,M000146,2024-11-09,1591.77,,Success
PA003668,BI003668,M001837,2024-09-12,2717.61,Wallet,Success
PA003669,BI003669,M000042,2025-02-18,2016.6,UPI,Success
PA003670,BI003670,M000719,2024-06-16,2387.11,Wallet,Success
PA003671,BI003671,M001909,2025-10-24,2080.84,Cash,Success
PA003672,BI003672,M001080,2024-12-28,3629.56,Cash,Success
PA003673,BI003673,M001301,2025-03-30,3179.55,Wallet,Success
PA003674,BI003674,M002044,2024-11-16,3775.75,Wallet,Success
PA003675,BI003675,M000591,2024-07-04,3568.93,Credit Card,Failed
PA003676,BI003676,M000229,2024-07-10,4204.59,Debit Card,Success
PA003677,BI003677,M001301,2025-03-30,3258.12,Wallet,Success
PA003678,BI003678,M000508,2025-05-14,3744.74,Cash,Success
PA003679,BI003679,M001254,2024-10-16,3065.4,Net Banking,Success
PA003680,BI003680,M002433,2025-09-26,4655.49,UPI,Success
PA003681,BI003681,M001034,2025-09-08,3395.1,Net Banking,Success
PA003682,BI003682,M000083,2024-05-11,3723.68,Debit Card,Success
PA003683,BI003683,M001825,2024-12-23,3047.1,Credit Card,Failed
PA003684,BI003684,M000291,2025-11-20,1817.11,Wallet,Success
PA003685,BI003685,M000527,2025-08-09,-2779.02,Wallet,Success
PA003686,BI003686,M000880,2025-12-16,3350.25,Credit Card,Success
PA003687,BI003687,M000805,2025-05-17,2600.62,Wallet,Failed
PA003688,BI003688,M002401,2025-04-24,2183.1,Cash,Success
PA003689,BI003689,M000622,2025-04-08,2539.04,Debit Card,Success
PA003690,BI003690,M001849,2024-03-22,2978.9,Credit Card,Success
PA003691,BI003691,M002319,2025-01-01,4889.44,Cash,Refunded
PA003692,BI003692,M000997,2025-03-18,5025.04,Debit Card,Success
PA003693,BI003693,M001547,2024-02-23,2284.16,Credit Card,Failed
PA003694,BI003694,M002314,2025-12-10,5181.28,Net Banking,Success
PA003695,BI003695,M001938,2025-05-21,3663.09,Cash,Success
PA003696,BI003696,M000209,2024-07-11,4532.88,Net Banking,Success
PA003697,BI003697,M001900,2024-04-27,2278.65,Net Banking,Success
PA003698,BI003698,M000810,2025-04-30,4925.54,UPI,Success
PA003699,BI003699,M000252,2024-03-03,1948.3,Cash,Success
PA003700,BI003700,M002395,2025-08-02,2522.2,Credit Card,Success
PA003701,BI003701,M002272,2025-05-31,2127.39,Credit Card,Success
PA003702,BI003702,M001541,2025-05-11,5092.94,Credit Card,Success
PA003703,BI003703,M000676,2024-12-24,1559.42,Debit Card,Success
PA003704,BI003704,M001260,2024-03-11,4522.57,UPI,Success
PA003705,BI003705,M000214,2024-03-24,4160.88,Cash,Success
PA003706,BI003706,M001306,2025-05-01,3602.23,UPI,Success
PA003707,BI003707,M001607,2024-02-12,4062.46,UPI,Success
PA003708,BI003708,M001656,2025-11-21,3126.17,Debit Card,Success
PA003709,BI003709,M001236,2025-04-26,1880.1,Cash,Failed
PA003710,BI003710,M002283,2024-08-23,3739.99,Debit Card,Refunded
PA003711,BI003711,M001574,2025-09-26,1347.2,Credit Card,Success
PA003712,BI003712,M000623,2025-01-31,4798.35,,Success
PA003713,BI003713,M001083,2025-04-12,2068.13,UPI,Success
PA003714,BI003714,M002199,2024-04-22,1235.03,Net Banking,Success
PA003715,BI003715,M000817,2024-11-08,1439.36,Wallet,Success
PA003716,BI003716,M000478,2025-05-06,4824.31,Debit Card,Success
PA003717,BI003717,M002028,2025-09-07,3954.63,UPI,Refunded
PA003718,BI003718,M000445,2024-03-16,1844.07,Debit Card,Success
PA003719,BI003719,M001568,2024-12-15,2929.45,,Success
PA003720,BI003720,M001805,2024-10-16,3195.97,UPI,Success
PA003721,BI003721,M001936,2025-11-16,2049.19,Cash,Success
PA003722,BI003722,M000945,2024-07-30,3120.35,Wallet,Success
PA003723,BI003723,M000139,2025-01-02,2349.62,Credit Card,Success
PA003724,BI003724,M001120,2025-05-10,2564.17,Debit Card,Success
PA003725,BI003725,M002446,2024-11-25,3571.69,UPI,Success
PA003726,BI003726,M001175,2024-03-31,3473.52,UPI,Success
PA003727,BI003727,M000270,2025-03-07,1829.15,Wallet,Success
PA003728,BI003728,M002410,2025-06-29,2056.24,UPI,Success
PA003729,BI003729,M001150,2025-03-16,2402.81,Debit Card,Refunded
PA003730,BI003730,M001555,2025-12-04,3809.62,Cash,Success
PA003731,BI003731,M000362,2024-05-30,5154.37,Cash,Failed
PA003732,BI003732,M002065,2025-01-21,5108.68,,Success
PA003733,BI003733,M000908,2025-03-17,4257.92,Net Banking,Success
PA003734,BI003734,M002093,2025-06-27,2535.5,Debit Card,Success
PA003735,BI003735,M001570,2025-04-08,4462.23,Credit Card,Success
PA003736,BI003736,M000024,2025-07-07,3584.89,Wallet,Success
PA003737,BI003737,M000194,2025-08-07,3334.14,Net Banking,Success
PA003738,BI003738,M000309,2024-11-10,2429.37,Debit Card,Success
PA003739,BI003739,M000631,2024-05-07,3121.69,Net Banking,Success
PA003740,BI003740,M002437,2024-12-20,1270.81,Cash,Failed
PA003741,BI003741,M000155,2024-08-21,1502.12,Net Banking,Success
PA003742,BI003742,M000720,2025-09-04,4043.87,Cash,Success
PA003743,BI003743,M000155,2025-02-06,3449.39,Credit Card,Failed
PA003744,BI003744,M000876,2024-01-16,3900.58,Cash,Success
PA003745,BI003745,M001982,2025-06-14,3204.24,Credit Card,Success
PA003746,BI003746,M001044,2025-11-03,2033.72,Wallet,Success
PA003747,BI003747,M001853,2024-09-16,4066.56,Cash,Success
PA003748,BI003748,M002059,2025-07-11,4254.38,UPI,Success
PA003749,BI003749,M001201,2025-11-27,5319.51,,Success
PA003750,BI003750,M000860,2025-10-08,3962.09,Credit Card,Success
PA003751,BI003751,M001083,2025-07-27,-3891.08,Cash,Success
PA003752,BI003752,M000200,2025-11-12,2907.31,UPI,Success
PA003753,BI003753,M000472,2025-10-31,3211.17,UPI,Success
PA003754,BI003754,M000369,2024-11-03,1807.23,Cash,Success
PA003755,BI003755,M001377,2025-10-24,3659.42,Wallet,Success
PA003756,BI003756,M001393,2025-04-28,2467.12,Cash,Success
PA003757,BI003757,M002301,2025-09-25,2483.57,Debit Card,Success
PA003758,BI003758,M001065,2025-06-17,5113.74,Cash,Success
PA003759,BI003759,M001935,2024-01-22,4362.23,UPI,Success
PA003760,BI003760,M001189,2024-02-03,2460.62,Net Banking,Success
PA003761,BI003761,M001777,2024-03-29,2466.4,UPI,Success
PA003762,BI003762,M002150,2025-03-17,2496.28,UPI,Success
PA003763,BI003763,M002023,2024-07-12,4647.0,Net Banking,Success
PA003764,BI003764,M000684,2024-03-15,3961.54,Net Banking,Success
PA003765,BI003765,M000509,2024-02-11,1360.25,Net Banking,Success
PA003766,BI003766,M001113,2024-11-18,4410.01,Wallet,Success
PA003767,BI003767,M000246,2024-11-08,2731.55,Debit Card,Success
PA003768,BI003768,M001018,2025-05-31,5078.53,Credit Card,Success
PA003769,BI003769,M000095,2025-10-03,3740.64,Debit Card,Success
PA003770,BI003770,M000080,2024-12-28,3298.89,Wallet,Success
PA003771,BI003771,M001135,2024-10-16,5524.08,UPI,Success
PA003772,BI003772,M001786,2024-02-12,1246.78,Net Banking,Success
PA003773,BI003773,M002407,2025-07-16,3391.37,Cash,Success
PA003774,BI003774,M001630,2024-10-07,4162.94,UPI,Success
PA003775,BI003775,M000769,2024-05-05,3543.43,,Success
PA003776,BI003776,M001702,2024-10-01,4633.1,Cash,Success
PA003777,BI003777,M000290,2025-12-17,4393.69,Debit Card,Success
PA003778,BI003778,M000668,2024-02-06,2278.12,Net Banking,Success
PA003779,BI003779,M001452,2025-05-10,1057.63,Cash,Success
PA003780,BI003780,M000658,2024-03-30,2773.43,Net Banking,Failed
PA003781,BI003781,M001395,2025-11-14,4114.82,UPI,Success
PA003782,BI003782,M002459,2025-04-23,4063.43,Wallet,Success
PA003783,BI003783,M001986,2024-07-04,2882.55,Net Banking,Success
PA003784,BI003784,M000807,2024-08-31,4102.63,UPI,Success
PA003785,BI003785,M001416,2024-04-12,2509.16,Cash,Success
PA003786,BI003786,M001667,2024-06-11,4334.19,Debit Card,Success
PA003787,BI003787,M002361,2024-11-10,4281.34,,Success
PA003788,BI003788,M000722,2024-05-13,4635.04,Wallet,Success
PA003789,BI003789,M000192,2025-10-30,3930.93,UPI,Success
PA003790,BI003790,M002176,2024-08-10,3854.88,Debit Card,Success
PA003791,BI003791,M000954,2025-11-13,3624.8,Credit Card,Success
PA003792,BI003792,M000670,2025-12-07,1210.69,Net Banking,Failed
PA003793,BI003793,M001307,2025-07-23,4925.14,UPI,Success
PA003794,BI003794,M002333,2025-11-12,3151.91,Wallet,Refunded
PA003795,BI003795,M000014,2025-03-15,3426.01,Net Banking,Success
PA003796,BI003796,M002056,2024-03-21,3803.27,UPI,Success
PA003797,BI003797,M000258,2025-07-14,4959.58,Credit Card,Success
PA003798,BI003798,M000932,2025-06-03,4134.76,Net Banking,Success
PA003799,BI003799,M000671,2024-08-05,4622.52,Credit Card,Success
PA003800,BI003800,M001522,2024-07-09,2230.65,Cash,Success
PA003801,BI003801,M002140,2025-05-02,2568.18,Credit Card,Success
PA003802,BI003802,M000565,2025-07-05,1862.92,UPI,Success
PA003803,BI003803,M002114,2025-01-30,2939.36,Net Banking,Success
PA003804,BI003804,M001389,2025-11-08,4090.31,Debit Card,Success
PA003805,BI003805,M000503,2024-08-25,3650.24,Wallet,Success
PA003806,BI003806,M001301,2025-06-25,4710.52,Cash,Success
PA003807,BI003807,M002109,2025-04-12,4712.83,Wallet,Success
PA003808,BI003808,M002145,2025-11-29,1608.29,Credit Card,Success
PA003809,BI003809,M001579,2024-06-25,3716.09,UPI,Success
PA003810,BI003810,M000700,2025-12-24,3460.93,Credit Card,Success
PA003811,BI003811,M000153,2025-04-06,4126.86,Wallet,Success
PA003812,BI003812,M002257,2024-08-27,2253.61,UPI,Success
PA003813,BI003813,M001542,2025-01-12,4406.75,Wallet,Success
PA003814,BI003814,M000455,2025-11-23,3417.2,UPI,Success
PA003815,BI003815,M002485,2024-06-02,-4463.87,Cash,Success
PA003816,BI003816,M001045,2024-04-10,3428.81,Debit Card,Success
PA003817,BI003817,M001487,2025-06-05,2719.01,Net Banking,Refunded
PA003818,BI003818,M002401,2024-03-01,3738.28,Net Banking,Success
PA003819,BI003819,M002102,2025-08-23,4357.51,Debit Card,Success
PA003820,BI003820,M000516,2025-12-12,1932.07,UPI,Success
PA003821,BI003821,M000609,2024-07-15,3978.47,Credit Card,Failed
PA003822,BI003822,M000615,2025-03-19,3414.6,Credit Card,Success
PA003823,BI003823,M002240,2024-10-05,3007.96,Wallet,Success
PA003824,BI003824,M001667,2025-03-19,2868.22,Wallet,Success
PA003825,BI003825,M001579,2024-03-13,4309.53,Net Banking,Success
PA003826,BI003826,M000600,2024-10-04,1498.0,UPI,Success
PA003827,BI003827,M002218,2024-10-22,3284.51,Credit Card,Success
PA003828,BI003828,M000617,2024-05-26,2561.23,Credit Card,Success
PA003829,BI003829,M001940,2024-01-16,3687.89,Credit Card,Success
PA003830,BI003830,M000431,2024-08-24,4297.87,Cash,Success
PA003831,BI003831,M002054,2025-01-12,4469.96,UPI,Success
PA003832,BI003832,M001352,2024-09-06,4147.92,Debit Card,Success
PA003833,BI003833,M001558,2025-02-18,3417.69,,Success
PA003834,BI003834,M001942,2025-01-16,4724.85,UPI,Success
PA003835,BI003835,M001163,2024-08-05,3697.1,Debit Card,Success
PA003836,BI003836,M000435,2025-06-24,2610.53,Credit Card,Success
PA003837,BI003837,M001591,2025-10-12,1978.21,UPI,Success
PA003838,BI003838,M001321,2024-10-08,3700.74,Debit Card,Success
PA003839,BI003839,M000324,2025-04-17,4029.88,Debit Card,Success
PA003840,BI003840,M000553,2024-04-22,3333.59,Cash,Success
PA003841,BI003841,M001786,2025-09-18,4583.76,Wallet,Success
PA003842,BI003842,M001738,2025-07-13,664.24,Credit Card,Success
PA003843,BI003843,M002182,2024-05-10,2914.77,Net Banking,Success
PA003844,BI003844,M001917,2025-05-23,2526.26,Net Banking,Success
PA003845,BI003845,M002242,2024-02-26,2628.26,Wallet,Success
PA003846,BI003846,M001745,2025-04-15,-3801.47,UPI,Success
PA003847,BI003847,M002065,2025-04-21,3232.28,Wallet,Success
PA003848,BI003848,M002496,2024-02-26,3290.61,Net Banking,Success
PA003849,BI003849,M001954,2025-07-02,2553.29,Cash,Success
PA003850,BI003850,M000397,2025-07-20,5063.79,Wallet,Success
PA003851,BI003851,M000300,2024-06-24,1579.4,Wallet,Success
PA003852,BI003852,M000789,2024-12-04,4156.77,,Success
PA003853,BI003853,M001345,2025-04-23,2412.96,Cash,Success
PA003854,BI003854,M000644,2025-01-07,3313.56,Wallet,Success
PA003855,BI003855,M001114,2025-03-30,3648.46,Cash,Success
PA003856,BI003856,M001705,2025-10-13,3080.96,Credit Card,Success
PA003857,BI003857,M001415,2024-10-17,1151.05,Wallet,Success
PA003858,BI003858,M001021,2025-10-26,786.76,Credit Card,Success
PA003859,BI003859,M001414,2024-12-19,4450.56,Net Banking,Success
PA003860,BI003860,M001083,2025-11-21,3309.8,Debit Card,Success
PA003861,BI003861,M002035,2025-03-14,4557.37,Net Banking,Success
PA003862,BI003862,M001265,2025-02-24,2967.65,UPI,Success
PA003863,BI003863,M002449,2024-10-10,2398.03,,Success
PA003864,BI003864,M001623,2024-08-20,3279.13,Debit Card,Success
PA003865,BI003865,M000657,2025-05-25,2935.56,Net Banking,Success
PA003866,BI003866,M001611,2024-04-09,2898.64,,Success
PA003867,BI003867,M002421,2025-10-28,5164.61,Cash,Success
PA003868,BI003868,M002081,2025-10-21,5229.32,Cash,Success
PA003869,BI003869,M001112,2024-08-07,1187.31,Wallet,Success
PA003870,BI003870,M001910,2024-02-03,1921.41,Wallet,Success
PA003871,BI003871,M000532,2024-12-12,4820.89,Credit Card,Success
PA003872,BI003872,M002426,2025-11-05,2358.8,Credit Card,Success
PA003873,BI003873,M000580,2025-07-03,3617.34,Cash,Success
PA003874,BI003874,M000055,2025-07-08,3641.09,Debit Card,Success
PA003875,BI003875,M002250,2024-03-24,4451.74,Cash,Success
PA003876,BI003876,M001446,2025-11-03,2007.22,Credit Card,Success
PA003877,BI003877,M001016,2024-03-14,3816.19,Wallet,Success
PA003878,BI003878,M000554,2024-03-05,4297.52,Net Banking,Failed
PA003879,BI003879,M001689,2024-04-26,2792.46,UPI,Success
PA003880,BI003880,M001071,2024-02-14,5331.68,Net Banking,Success
PA003881,BI003881,M002235,2025-03-04,3965.48,Credit Card,Success
PA003882,BI003882,M001649,2024-10-28,4746.23,UPI,Success
PA003883,BI003883,M001015,2025-05-17,3554.0,Credit Card,Success
